1.000000e+00	-1.000000e+00	-2.659868e-01
1.000000e+00	-1.000000e+00	1.923040e+00
1.000000e+00	-1.000000e+00	-8.170713e-02
1.000000e+00	-1.000000e+00	-7.147567e-01
1.000000e+00	-1.000000e+00	4.004941e-01
1.000000e+00	-1.000000e+00	1.967844e+00
1.000000e+00	-1.000000e+00	1.312776e+00
1.000000e+00	-1.000000e+00	2.045298e+00
1.000000e+00	-1.000000e+00	1.397437e+00
1.000000e+00	-1.000000e+00	-1.565445e+00
1.000000e+00	-1.000000e+00	-1.403679e+00
1.000000e+00	-1.000000e+00	-1.368812e+00
1.000000e+00	-1.000000e+00	-6.021455e-01
1.000000e+00	-1.000000e+00	1.745836e+00
1.000000e+00	-1.000000e+00	-5.045690e-01
1.000000e+00	-1.000000e+00	9.788746e-01
1.000000e+00	-1.000000e+00	-1.022767e+00
1.000000e+00	-1.000000e+00	-5.244493e-01
1.000000e+00	-1.000000e+00	8.490443e-01
1.000000e+00	-1.000000e+00	-2.374963e-02
1.000000e+00	-1.000000e+00	2.225725e+00
1.000000e+00	-1.000000e+00	2.657124e-01
1.000000e+00	-1.000000e+00	-1.754760e+00
1.000000e+00	-1.000000e+00	1.112136e+00
1.000000e+00	-1.000000e+00	6.501986e-01
1.000000e+00	-1.000000e+00	5.221339e-02
1.000000e+00	-1.000000e+00	-4.793186e-01
1.000000e+00	-1.000000e+00	-4.894412e-01
1.000000e+00	-1.000000e+00	5.103328e-01
1.000000e+00	-1.000000e+00	-1.784240e+00
1.000000e+00	-1.000000e+00	-3.382676e-01
1.000000e+00	-1.000000e+00	4.983187e-01
1.000000e+00	-1.000000e+00	1.147567e+00
1.000000e+00	-1.000000e+00	-6.027959e-01
1.000000e+00	-1.000000e+00	6.076384e-01
1.000000e+00	-1.000000e+00	-6.989488e-01
1.000000e+00	-1.000000e+00	-7.197274e-01
1.000000e+00	-1.000000e+00	1.488086e-01
1.000000e+00	-1.000000e+00	1.343140e+00
1.000000e+00	-1.000000e+00	-2.031470e+00
1.000000e+00	-1.000000e+00	1.578372e+00
1.000000e+00	-1.000000e+00	4.651542e-02
1.000000e+00	-1.000000e+00	-8.467486e-02
1.000000e+00	-1.000000e+00	-6.652863e-01
1.000000e+00	-1.000000e+00	3.624333e-01
1.000000e+00	-1.000000e+00	7.944861e-01
1.000000e+00	-1.000000e+00	-5.356613e-01
1.000000e+00	-1.000000e+00	4.072604e-01
1.000000e+00	-1.000000e+00	-1.803837e+00
1.000000e+00	-1.000000e+00	2.714995e-01
1.000000e+00	-1.000000e+00	-2.407535e-01
1.000000e+00	-1.000000e+00	2.627551e-01
1.000000e+00	-1.000000e+00	1.862801e+00
1.000000e+00	-1.000000e+00	-2.690438e-01
1.000000e+00	-1.000000e+00	-1.535439e+00
1.000000e+00	-1.000000e+00	5.899493e-01
1.000000e+00	-1.000000e+00	-2.964445e+00
1.000000e+00	-1.000000e+00	-3.152668e-01
1.000000e+00	-1.000000e+00	6.334723e-01
1.000000e+00	-1.000000e+00	-1.602877e+00
1.000000e+00	-1.000000e+00	5.196982e-01
1.000000e+00	-1.000000e+00	-9.487805e-01
1.000000e+00	-1.000000e+00	1.501746e+00
1.000000e+00	-1.000000e+00	-8.979838e-01
1.000000e+00	-1.000000e+00	-2.392085e-01
1.000000e+00	-1.000000e+00	-3.934256e-01
1.000000e+00	-1.000000e+00	2.878394e-01
1.000000e+00	-1.000000e+00	-6.968963e-01
1.000000e+00	-1.000000e+00	1.184722e+00
1.000000e+00	-1.000000e+00	-1.319156e+00
1.000000e+00	-1.000000e+00	1.911637e+00
1.000000e+00	-1.000000e+00	-1.727217e+00
1.000000e+00	-1.000000e+00	-2.970078e-01
1.000000e+00	-1.000000e+00	-2.538107e+00
1.000000e+00	-1.000000e+00	-9.670432e-01
1.000000e+00	-1.000000e+00	2.408080e-01
1.000000e+00	-1.000000e+00	-4.078004e-02
1.000000e+00	-1.000000e+00	-3.940967e-01
1.000000e+00	-1.000000e+00	9.328378e-01
1.000000e+00	-1.000000e+00	-1.775861e+00
1.000000e+00	-1.000000e+00	-3.902065e-02
1.000000e+00	-1.000000e+00	-8.531110e-01
1.000000e+00	-1.000000e+00	7.999069e-01
